51
Cidade de Deus;2002;Ação;Na favela Cidade de Deus, meninos crescem entre violência e escolhas difíceis, um vira fotógrafo, outro criminoso temido.;Matheus Nachtergaele, Alexandre Rodrigues, Leandro Firmino, Seu Jorge, Alice Braga
Tropa de Elite;2007;Ação;Capitão do BOPE luta contra crime e corrupção no Rio enquanto busca um substituto.;Wagner Moura, André Ramiro, Caio Junqueira, Andréa Beltrão
Tropa de Elite 2;2010;Ação;Agora coronel, Nascimento enfrenta milícias e o conluio entre política e polícia.;Wagner Moura, Irandhir Santos, André Mattos, Maria Ribeiro
Central do Brasil;1998;Drama;Ex-professora ajuda menino a encontrar o pai no sertão após morte da mãe.;Fernanda Montenegro, Vinícius de Oliveira, Marília Pêra, Othon Bastos
Bacurau;2019;Drama;Povoado do sertão some do mapa e moradores enfrentam forasteiros violentos.;Bárbara Colen, Sônia Braga, Udo Kier, Silvero Pereira, Thardelly Lima
Aquarius;2016;Drama;Viúva resiste à pressão de construtora para deixar seu apartamento à beira-mar.;Sônia Braga, Irandhir Santos, Humberto Carrão, Maeve Jinkings, Zezita Matos
O Auto da Compadecida;2000;Comédia;Dupla de malandros do sertão se mete em confusões e apela à Compadecida.;Matheus Nachtergaele, Selton Mello, Fernanda Montenegro, Marco Nanini, Denise Fraga
Carandiru;2003;Drama;Médico conhece histórias de presos antes do massacre no presídio Carandiru.;Rodrigo Santoro, Luiz Carlos Vasconcelos, Wagner Moura, Lázaro Ramos, Caio Blat
Que Horas Ela Volta?;2015;Drama;Empregada doméstica vê relações de classe abaladas quando a filha vai morar com seus patrões.;Regina Casé, Camila Márdila, Karine Teles, Michel Joelsas, Lourenço Mutarelli
Hoje Eu Quero Voltar Sozinho;2014;Romance;Adolescente cego busca independência e descobre o amor com novo colega.;Ghilherme Lobo, Tess Amorim, Fábio Audi, Lúcia Romano
O Som ao Redor;2012;Drama;A chegada de uma milícia de bairro expõe tensões e medos numa rua de classe média do Recife.;Irandhir Santos, Maeve Jinkings, W.J. Solha, Gustavo Jahn
Cidade Baixa;2005;Drama;Dois amigos e uma stripper vivem triângulo amoroso em Salvador.;Lázaro Ramos, Wagner Moura, Alice Braga, Wagner Moura
Estômago;2007;Drama;Migrante descobre talento culinário que muda sua vida dentro e fora da prisão.;João Miguel, Fabiula Nascimento, Babu Santana, Carlo Briani
Narradores de Javé;2003;Comédia;Moradores inventam a história da cidade para salvá-la de uma represa.;Matheus Nachtergaele, José Dumont, Nelson Dantas, Gero Camilo
O Pagador de Promessas;1962;Drama;Homem tenta cumprir promessa ao carregar cruz até igreja e enfrenta burocracia e preconceito.;Leonardo Villar, Glória Menezes, Anselmo Duarte, Dionísio Azevedo
Macunaíma;1969;Comédia;Anti-herói atravessa o Brasil em sátira antropofágica do modernismo.;Grande Otelo, Paulo José, Dina Sfat, Jardel Filho
O Menino e o Mundo;2013;Animação;Garoto parte em jornada visual por um mundo industrializado e desigual.;Animação sem falas marcantes, Alê Abreu
Elis;2016;Drama;A trajetória de Elis Regina dos primeiros shows ao auge e conflitos pessoais.;Andréia Horta, Caco Ciocler, Gustavo Machado, Lúcio Mauro Filho
Lisbela e o Prisioneiro;2003;Romance;Moça sonhadora se apaixona por malandro carismático no interior de Pernambuco.;Selton Mello, Débora Falabella, Bruno Garcia, Virgínia Cavendish, Tadeu Mello
Marighella;2019;Drama;A vida do guerrilheiro Carlos Marighella na resistência à ditadura.;Seu Jorge, Adriana Esteves, Bruno Gagliasso, Humberto Carrão, Herson Capri
Se Eu Fosse Você;2006;Comédia;Casal troca de corpos após um desejo mágico e precisa viver a vida um do outro.;Gloria Pires, Tony Ramos, Cássio Gabus Mendes
Minha Mãe é uma Peça;2013;Comédia;Dona Hermínia, uma mãe superprotetora e engraçada, lida com os filhos já crescidos.;Paulo Gustavo, Mariana Xavier, Rodrigo Pandolfo, Heloísa Périssé
Minha Mãe é uma Peça 2;2016;Comédia;Dona Hermínia volta ainda mais agitada, enfrentando novos desafios familiares.;Paulo Gustavo, Mariana Xavier, Rodrigo Pandolfo, Ingrid Guimarães
Minha Mãe é uma Peça 3;2019;Comédia;Dona Hermínia lida com mudanças na família enquanto reflete sobre sua vida.;Paulo Gustavo, Mariana Xavier, Rodrigo Pandolfo, Mônica Martelli
Dois Filhos de Francisco;2005;Drama;A trajetória da dupla sertaneja Zezé Di Camargo & Luciano desde a infância até o sucesso.;Angelo Antonio, Dira Paes, Márcio Kieling, Thiago Mendonça
Deus e o Diabo na Terra do Sol;1964;Drama;Camponês vive tragédia e se divide entre a fé e a violência no sertão nordestino.;Geraldo Del Rey, Yoná Magalhães, Othon Bastos, Maurício do Valle
Bye Bye Brasil;1980;Aventura;Caravana de artistas percorre o Brasil profundo em tempos de mudanças sociais.;José Wilker, Betty Faria, Fábio Júnior, Príncipe Nabor
O Palhaço;2011;Comédia;Palhaço questiona sua vida no circo e busca um novo sentido para sua existência.;Selton Mello, Paulo José, Larissa Manoela, Fabiana Karla
O Cangaceiro;1953;Ação;Grupo de cangaceiros enfrenta batalhas e dilemas morais no sertão.;Milton Ribeiro, Vanja Orico, Alberto Ruschel, Aurélio Teixeira
Pixote, a Lei do Mais Fraco;1981;Drama;Menino de rua enfrenta violência, exploração e sobrevivência em São Paulo.;Fernando Ramos da Silva, Marília Pêra, Jardel Filho
Casa de Areia;2005;Drama;Mãe e filha ficam presas no deserto e enfrentam gerações de isolamento e resistência.;Fernanda Montenegro, Fernanda Torres, Ruy Guerra
A Dama do Lotação;1978;Drama;Mulher casada busca liberdade sexual e desafia convenções da época.;Sônia Braga, Nuno Leal Maia, Cláudio Marzo
Os Saltimbancos Trapalhões;1981;Comédia;Trapalhões se unem a animais falantes para enfrentar um circo explorador.;Renato Aragão, Dedé Santana, Mussum, Zacarias, Lucinha Lins
Os Trapalhões na Guerra dos Planetas;1978;Ficção científica;Trapalhões vivem aventuras intergalácticas numa paródia de Star Wars.;Renato Aragão, Dedé Santana, Mussum, Zacarias, José de Abreu
A Ilha dos Paqueras;1965;Comédia;Jovens vivem romances e confusões em uma ilha tropical.;Regina Duarte, Roberto Carlos, Raul Cortez
A Máquina;2005;Romance;Jovem do sertão inventa máquina do tempo para provar seu amor.;Wagner Moura, Mariana Ximenes, Gustavo Falcão
O Céu de Suely;2006;Drama;Mulher volta à sua cidade natal e enfrenta dilemas entre partir e recomeçar.;Hermila Guedes, João Miguel, Georgina Castro
Linha de Passe;2008;Drama;Quatro irmãos enfrentam dificuldades em São Paulo em busca de um futuro.;Vinícius de Oliveira, Sandra Corveloni, Eduardo Valente
O Ano em que Meus Pais Saíram de Férias;2006;Drama;Menino lida com o exílio dos pais durante a ditadura militar.;Michel Joelsas, Germano Haiut, Simone Spoladore
Mutum;2007;Drama;Menino cresce no sertão mineiro enfrentando inocência, família e realidade dura.;Thiago da Silva Mariz, João Miguel, Izadora Cristina Fernandes
Paraísos Artificiais;2012;Drama;DJ e jovem se apaixonam em meio a festas eletrônicas e drogas.;Nathalia Dill, Luca Bianchi, César Cardadeiro
Turma da Mônica: Laços;2019;Aventura;Turma da Mônica sai em jornada para encontrar Floquinho, o cachorro do Cebolinha.;Giulia Benite, Kevin Vechiatto, Laura Rauseo, Gabriel Moreira, Erick Marmo
Turma da Mônica: Lições;2021;Aventura;Mônica e amigos enfrentam desafios escolares e aprendem sobre amizade.;Giulia Benite, Kevin Vechiatto, Laura Rauseo, Gabriel Moreira, Monica Iozzi
O Escaravelho do Diabo;2016;Suspense;Assassinatos misteriosos envolvendo jovens ruivos intrigam uma pequena cidade.;Thiago Rosseti, Bruna Cavalieri, Marcello Airoldi
Ensaio Sobre a Cegueira;2008;Drama;Epidemia de cegueira atinge cidade e expõe o lado cruel da humanidade.;Julianne Moore, Mark Ruffalo, Alice Braga, Danny Glover
Cidade Ameaçada;1960;Suspense;Policial enfrenta quadrilha em São Paulo dos anos 1960.;Mário Benvenutti, Eva Wilma, Leonardo Villar
As Boas Maneiras;2017;Terror;Babá descobre segredos sobrenaturais envolvendo a gravidez de sua patroa.;Isabél Zuaa, Marjorie Estiano, Cida Moreira
Morto Não Fala;2018;Terror;Funcionário de necrotério passa a ouvir os mortos e enfrenta consequências macabras.;Daniel de Oliveira, Fabiula Nascimento, Marco Ricca
O Rastro;2017;Terror;Hospital abandonado guarda segredos e médicos enfrentam forças sombrias.;Leandra Leal, Rafael Cardoso, Cláudia Abreu
Xuxa e os Duendes;2001;Fantasia;Garota entra em mundo mágico de duendes para salvar o planeta.;Xuxa Meneghel, Angélica, Luciano Szafir
Castelo Rá-Tim-Bum, o Filme;1999;Fantasia;Nino precisa salvar o castelo mágico de forças do mal.;Diego Kozievitch, Rosi Campos, Matheus Nachtergaele, Sérgio Mamberti
319
Cidade de Deus;Tropa de Elite;ARESTA_GENERO;3
Cidade de Deus;Tropa de Elite 2;ARESTA_GENERO;3
Cidade de Deus;O Auto da Compadecida;ARESTA_ATOR;1
Cidade de Deus;Cidade Baixa;ARESTA_ATOR;1
Cidade de Deus;Narradores de Javé;ARESTA_ATOR;1
Cidade de Deus;Marighella;ARESTA_ATOR;1
Cidade de Deus;O Cangaceiro;ARESTA_GENERO;3
Cidade de Deus;Ensaio Sobre a Cegueira;ARESTA_ATOR;1
Cidade de Deus;Castelo Rá-Tim-Bum, o Filme;ARESTA_ATOR;1
Tropa de Elite;Tropa de Elite 2;ARESTA_DUPLA;4
Tropa de Elite;Carandiru;ARESTA_ATOR;1
Tropa de Elite;Cidade Baixa;ARESTA_ATOR;1
Tropa de Elite;O Cangaceiro;ARESTA_GENERO;3
Tropa de Elite;A Máquina;ARESTA_ATOR;1
Tropa de Elite 2;Aquarius;ARESTA_ATOR;1
Tropa de Elite 2;Carandiru;ARESTA_ATOR;1
Tropa de Elite 2;O Som ao Redor;ARESTA_ATOR;1
Tropa de Elite 2;Cidade Baixa;ARESTA_ATOR;1
Tropa de Elite 2;O Cangaceiro;ARESTA_GENERO;3
Tropa de Elite 2;A Máquina;ARESTA_ATOR;1
Central do Brasil;Bacurau;ARESTA_GENERO;3
Central do Brasil;Aquarius;ARESTA_GENERO;3
Central do Brasil;O Auto da Compadecida;ARESTA_ATOR;1
Central do Brasil;Carandiru;ARESTA_GENERO;3
Central do Brasil;Que Horas Ela Volta?;ARESTA_GENERO;3
Central do Brasil;O Som ao Redor;ARESTA_GENERO;3
Central do Brasil;Cidade Baixa;ARESTA_GENERO;3
Central do Brasil;Estômago;ARESTA_GENERO;3
Central do Brasil;O Pagador de Promessas;ARESTA_GENERO;3
Central do Brasil;Elis;ARESTA_GENERO;3
Central do Brasil;Marighella;ARESTA_GENERO;3
Central do Brasil;Dois Filhos de Francisco;ARESTA_GENERO;3
Central do Brasil;Deus e o Diabo na Terra do Sol;ARESTA_DUPLA;4
Central do Brasil;Pixote, a Lei do Mais Fraco;ARESTA_DUPLA;4
Central do Brasil;Casa de Areia;ARESTA_DUPLA;4
Central do Brasil;A Dama do Lotação;ARESTA_GENERO;3
Central do Brasil;O Céu de Suely;ARESTA_GENERO;3
Central do Brasil;Linha de Passe;ARESTA_DUPLA;4
Central do Brasil;O Ano em que Meus Pais Saíram de Férias;ARESTA_GENERO;3
Central do Brasil;Mutum;ARESTA_GENERO;3
Central do Brasil;Paraísos Artificiais;ARESTA_GENERO;3
Central do Brasil;Ensaio Sobre a Cegueira;ARESTA_GENERO;3
Bacurau;Aquarius;ARESTA_DUPLA;4
Bacurau;Carandiru;ARESTA_GENERO;3
Bacurau;Que Horas Ela Volta?;ARESTA_GENERO;3
Bacurau;O Som ao Redor;ARESTA_GENERO;3
Bacurau;Cidade Baixa;ARESTA_GENERO;3
Bacurau;Estômago;ARESTA_GENERO;3
Bacurau;O Pagador de Promessas;ARESTA_GENERO;3
Bacurau;Elis;ARESTA_GENERO;3
Bacurau;Marighella;ARESTA_GENERO;3
Bacurau;Dois Filhos de Francisco;ARESTA_GENERO;3
Bacurau;Deus e o Diabo na Terra do Sol;ARESTA_GENERO;3
Bacurau;Pixote, a Lei do Mais Fraco;ARESTA_GENERO;3
Bacurau;Casa de Areia;ARESTA_GENERO;3
Bacurau;A Dama do Lotação;ARESTA_DUPLA;4
Bacurau;O Céu de Suely;ARESTA_GENERO;3
Bacurau;Linha de Passe;ARESTA_GENERO;3
Bacurau;O Ano em que Meus Pais Saíram de Férias;ARESTA_GENERO;3
Bacurau;Mutum;ARESTA_GENERO;3
Bacurau;Paraísos Artificiais;ARESTA_GENERO;3
Bacurau;Ensaio Sobre a Cegueira;ARESTA_GENERO;3
Aquarius;Carandiru;ARESTA_GENERO;3
Aquarius;Que Horas Ela Volta?;ARESTA_GENERO;3
Aquarius;O Som ao Redor;ARESTA_DUPLA;5
Aquarius;Cidade Baixa;ARESTA_GENERO;3
Aquarius;Estômago;ARESTA_GENERO;3
Aquarius;O Pagador de Promessas;ARESTA_GENERO;3
Aquarius;Elis;ARESTA_GENERO;3
Aquarius;Marighella;ARESTA_DUPLA;4
Aquarius;Dois Filhos de Francisco;ARESTA_GENERO;3
Aquarius;Deus e o Diabo na Terra do Sol;ARESTA_GENERO;3
Aquarius;Pixote, a Lei do Mais Fraco;ARESTA_GENERO;3
Aquarius;Casa de Areia;ARESTA_GENERO;3
Aquarius;A Dama do Lotação;ARESTA_DUPLA;4
Aquarius;O Céu de Suely;ARESTA_GENERO;3
Aquarius;Linha de Passe;ARESTA_GENERO;3
Aquarius;O Ano em que Meus Pais Saíram de Férias;ARESTA_GENERO;3
Aquarius;Mutum;ARESTA_GENERO;3
Aquarius;Paraísos Artificiais;ARESTA_GENERO;3
Aquarius;Ensaio Sobre a Cegueira;ARESTA_GENERO;3
O Auto da Compadecida;Narradores de Javé;ARESTA_DUPLA;4
O Auto da Compadecida;Macunaíma;ARESTA_GENERO;3
O Auto da Compadecida;Lisbela e o Prisioneiro;ARESTA_ATOR;1
O Auto da Compadecida;Se Eu Fosse Você;ARESTA_GENERO;3
O Auto da Compadecida;Minha Mãe é uma Peça;ARESTA_GENERO;3
O Auto da Compadecida;Minha Mãe é uma Peça 2;ARESTA_GENERO;3
O Auto da Compadecida;Minha Mãe é uma Peça 3;ARESTA_GENERO;3
O Auto da Compadecida;O Palhaço;ARESTA_DUPLA;4
O Auto da Compadecida;Casa de Areia;ARESTA_ATOR;1
O Auto da Compadecida;Os Saltimbancos Trapalhões;ARESTA_GENERO;3
O Auto da Compadecida;A Ilha dos Paqueras;ARESTA_GENERO;3
O Auto da Compadecida;Castelo Rá-Tim-Bum, o Filme;ARESTA_ATOR;1
Carandiru;Que Horas Ela Volta?;ARESTA_GENERO;3
Carandiru;O Som ao Redor;ARESTA_GENERO;3
Carandiru;Cidade Baixa;ARESTA_DUPLA;5
Carandiru;Estômago;ARESTA_GENERO;3
Carandiru;O Pagador de Promessas;ARESTA_GENERO;3
Carandiru;Elis;ARESTA_GENERO;3
Carandiru;Marighella;ARESTA_GENERO;3
Carandiru;Dois Filhos de Francisco;ARESTA_GENERO;3
Carandiru;Deus e o Diabo na Terra do Sol;ARESTA_GENERO;3
Carandiru;Pixote, a Lei do Mais Fraco;ARESTA_GENERO;3
Carandiru;Casa de Areia;ARESTA_GENERO;3
Carandiru;A Dama do Lotação;ARESTA_GENERO;3
Carandiru;A Máquina;ARESTA_ATOR;1
Carandiru;O Céu de Suely;ARESTA_GENERO;3
Carandiru;Linha de Passe;ARESTA_GENERO;3
Carandiru;O Ano em que Meus Pais Saíram de Férias;ARESTA_GENERO;3
Carandiru;Mutum;ARESTA_GENERO;3
Carandiru;Paraísos Artificiais;ARESTA_GENERO;3
Carandiru;Ensaio Sobre a Cegueira;ARESTA_GENERO;3
Que Horas Ela Volta?;O Som ao Redor;ARESTA_GENERO;3
Que Horas Ela Volta?;Cidade Baixa;ARESTA_GENERO;3
Que Horas Ela Volta?;Estômago;ARESTA_GENERO;3
Que Horas Ela Volta?;O Pagador de Promessas;ARESTA_GENERO;3
Que Horas Ela Volta?;Elis;ARESTA_GENERO;3
Que Horas Ela Volta?;Marighella;ARESTA_GENERO;3
Que Horas Ela Volta?;Dois Filhos de Francisco;ARESTA_GENERO;3
Que Horas Ela Volta?;Deus e o Diabo na Terra do Sol;ARESTA_GENERO;3
Que Horas Ela Volta?;Pixote, a Lei do Mais Fraco;ARESTA_GENERO;3
Que Horas Ela Volta?;Casa de Areia;ARESTA_GENERO;3
Que Horas Ela Volta?;A Dama do Lotação;ARESTA_GENERO;3
Que Horas Ela Volta?;O Céu de Suely;ARESTA_GENERO;3
Que Horas Ela Volta?;Linha de Passe;ARESTA_GENERO;3
Que Horas Ela Volta?;O Ano em que Meus Pais Saíram de Férias;ARESTA_DUPLA;4
Que Horas Ela Volta?;Mutum;ARESTA_GENERO;3
Que Horas Ela Volta?;Paraísos Artificiais;ARESTA_GENERO;3
Que Horas Ela Volta?;Ensaio Sobre a Cegueira;ARESTA_GENERO;3
Hoje Eu Quero Voltar Sozinho;Lisbela e o Prisioneiro;ARESTA_GENERO;3
Hoje Eu Quero Voltar Sozinho;A Máquina;ARESTA_GENERO;3
O Som ao Redor;Cidade Baixa;ARESTA_GENERO;3
O Som ao Redor;Estômago;ARESTA_GENERO;3
O Som ao Redor;O Pagador de Promessas;ARESTA_GENERO;3
O Som ao Redor;Elis;ARESTA_GENERO;3
O Som ao Redor;Marighella;ARESTA_GENERO;3
O Som ao Redor;Dois Filhos de Francisco;ARESTA_GENERO;3
O Som ao Redor;Deus e o Diabo na Terra do Sol;ARESTA_GENERO;3
O Som ao Redor;Pixote, a Lei do Mais Fraco;ARESTA_GENERO;3
O Som ao Redor;Casa de Areia;ARESTA_GENERO;3
O Som ao Redor;A Dama do Lotação;ARESTA_GENERO;3
O Som ao Redor;O Céu de Suely;ARESTA_GENERO;3
O Som ao Redor;Linha de Passe;ARESTA_GENERO;3
O Som ao Redor;O Ano em que Meus Pais Saíram de Férias;ARESTA_GENERO;3
O Som ao Redor;Mutum;ARESTA_GENERO;3
O Som ao Redor;Paraísos Artificiais;ARESTA_GENERO;3
O Som ao Redor;Ensaio Sobre a Cegueira;ARESTA_GENERO;3
Cidade Baixa;Estômago;ARESTA_GENERO;3
Cidade Baixa;O Pagador de Promessas;ARESTA_GENERO;3
Cidade Baixa;Elis;ARESTA_GENERO;3
Cidade Baixa;Marighella;ARESTA_GENERO;3
Cidade Baixa;Dois Filhos de Francisco;ARESTA_GENERO;3
Cidade Baixa;Deus e o Diabo na Terra do Sol;ARESTA_GENERO;3
Cidade Baixa;Pixote, a Lei do Mais Fraco;ARESTA_GENERO;3
Cidade Baixa;Casa de Areia;ARESTA_GENERO;3
Cidade Baixa;A Dama do Lotação;ARESTA_GENERO;3
Cidade Baixa;A Máquina;ARESTA_ATOR;1
Cidade Baixa;O Céu de Suely;ARESTA_GENERO;3
Cidade Baixa;Linha de Passe;ARESTA_GENERO;3
Cidade Baixa;O Ano em que Meus Pais Saíram de Férias;ARESTA_GENERO;3
Cidade Baixa;Mutum;ARESTA_GENERO;3
Cidade Baixa;Paraísos Artificiais;ARESTA_GENERO;3
Cidade Baixa;Ensaio Sobre a Cegueira;ARESTA_DUPLA;4
Estômago;O Pagador de Promessas;ARESTA_GENERO;3
Estômago;Elis;ARESTA_GENERO;3
Estômago;Marighella;ARESTA_GENERO;3
Estômago;Dois Filhos de Francisco;ARESTA_GENERO;3
Estômago;Deus e o Diabo na Terra do Sol;ARESTA_GENERO;3
Estômago;Pixote, a Lei do Mais Fraco;ARESTA_GENERO;3
Estômago;Casa de Areia;ARESTA_GENERO;3
Estômago;A Dama do Lotação;ARESTA_GENERO;3
Estômago;O Céu de Suely;ARESTA_DUPLA;4
Estômago;Linha de Passe;ARESTA_GENERO;3
Estômago;O Ano em que Meus Pais Saíram de Férias;ARESTA_GENERO;3
Estômago;Mutum;ARESTA_DUPLA;4
Estômago;Paraísos Artificiais;ARESTA_GENERO;3
Estômago;Ensaio Sobre a Cegueira;ARESTA_GENERO;3
Estômago;Morto Não Fala;ARESTA_ATOR;1
Narradores de Javé;Macunaíma;ARESTA_GENERO;3
Narradores de Javé;Se Eu Fosse Você;ARESTA_GENERO;3
Narradores de Javé;Minha Mãe é uma Peça;ARESTA_GENERO;3
Narradores de Javé;Minha Mãe é uma Peça 2;ARESTA_GENERO;3
Narradores de Javé;Minha Mãe é uma Peça 3;ARESTA_GENERO;3
Narradores de Javé;O Palhaço;ARESTA_GENERO;3
Narradores de Javé;Os Saltimbancos Trapalhões;ARESTA_GENERO;3
Narradores de Javé;A Ilha dos Paqueras;ARESTA_GENERO;3
Narradores de Javé;Castelo Rá-Tim-Bum, o Filme;ARESTA_ATOR;1
O Pagador de Promessas;Elis;ARESTA_GENERO;3
O Pagador de Promessas;Marighella;ARESTA_GENERO;3
O Pagador de Promessas;Dois Filhos de Francisco;ARESTA_GENERO;3
O Pagador de Promessas;Deus e o Diabo na Terra do Sol;ARESTA_GENERO;3
O Pagador de Promessas;Pixote, a Lei do Mais Fraco;ARESTA_GENERO;3
O Pagador de Promessas;Casa de Areia;ARESTA_GENERO;3
O Pagador de Promessas;A Dama do Lotação;ARESTA_GENERO;3
O Pagador de Promessas;O Céu de Suely;ARESTA_GENERO;3
O Pagador de Promessas;Linha de Passe;ARESTA_GENERO;3
O Pagador de Promessas;O Ano em que Meus Pais Saíram de Férias;ARESTA_GENERO;3
O Pagador de Promessas;Mutum;ARESTA_GENERO;3
O Pagador de Promessas;Paraísos Artificiais;ARESTA_GENERO;3
O Pagador de Promessas;Ensaio Sobre a Cegueira;ARESTA_GENERO;3
O Pagador de Promessas;Cidade Ameaçada;ARESTA_ATOR;1
Macunaíma;Se Eu Fosse Você;ARESTA_GENERO;3
Macunaíma;Minha Mãe é uma Peça;ARESTA_GENERO;3
Macunaíma;Minha Mãe é uma Peça 2;ARESTA_GENERO;3
Macunaíma;Minha Mãe é uma Peça 3;ARESTA_GENERO;3
Macunaíma;O Palhaço;ARESTA_DUPLA;4
Macunaíma;Pixote, a Lei do Mais Fraco;ARESTA_ATOR;1
Macunaíma;Os Saltimbancos Trapalhões;ARESTA_GENERO;3
Macunaíma;A Ilha dos Paqueras;ARESTA_GENERO;3
Elis;Marighella;ARESTA_GENERO;3
Elis;Dois Filhos de Francisco;ARESTA_GENERO;3
Elis;Deus e o Diabo na Terra do Sol;ARESTA_GENERO;3
Elis;Pixote, a Lei do Mais Fraco;ARESTA_GENERO;3
Elis;Casa de Areia;ARESTA_GENERO;3
Elis;A Dama do Lotação;ARESTA_GENERO;3
Elis;O Céu de Suely;ARESTA_GENERO;3
Elis;Linha de Passe;ARESTA_GENERO;3
Elis;O Ano em que Meus Pais Saíram de Férias;ARESTA_GENERO;3
Elis;Mutum;ARESTA_GENERO;3
Elis;Paraísos Artificiais;ARESTA_GENERO;3
Elis;Ensaio Sobre a Cegueira;ARESTA_GENERO;3
Lisbela e o Prisioneiro;O Palhaço;ARESTA_ATOR;1
Lisbela e o Prisioneiro;A Máquina;ARESTA_GENERO;3
Marighella;Dois Filhos de Francisco;ARESTA_GENERO;3
Marighella;Deus e o Diabo na Terra do Sol;ARESTA_GENERO;3
Marighella;Pixote, a Lei do Mais Fraco;ARESTA_GENERO;3
Marighella;Casa de Areia;ARESTA_GENERO;3
Marighella;A Dama do Lotação;ARESTA_GENERO;3
Marighella;O Céu de Suely;ARESTA_GENERO;3
Marighella;Linha de Passe;ARESTA_GENERO;3
Marighella;O Ano em que Meus Pais Saíram de Férias;ARESTA_GENERO;3
Marighella;Mutum;ARESTA_GENERO;3
Marighella;Paraísos Artificiais;ARESTA_GENERO;3
Marighella;Ensaio Sobre a Cegueira;ARESTA_GENERO;3
Se Eu Fosse Você;Minha Mãe é uma Peça;ARESTA_GENERO;3
Se Eu Fosse Você;Minha Mãe é uma Peça 2;ARESTA_GENERO;3
Se Eu Fosse Você;Minha Mãe é uma Peça 3;ARESTA_GENERO;3
Se Eu Fosse Você;O Palhaço;ARESTA_GENERO;3
Se Eu Fosse Você;Os Saltimbancos Trapalhões;ARESTA_GENERO;3
Se Eu Fosse Você;A Ilha dos Paqueras;ARESTA_GENERO;3
Minha Mãe é uma Peça;Minha Mãe é uma Peça 2;ARESTA_DUPLA;6
Minha Mãe é uma Peça;Minha Mãe é uma Peça 3;ARESTA_DUPLA;6
Minha Mãe é uma Peça;O Palhaço;ARESTA_GENERO;3
Minha Mãe é uma Peça;Os Saltimbancos Trapalhões;ARESTA_GENERO;3
Minha Mãe é uma Peça;A Ilha dos Paqueras;ARESTA_GENERO;3
Minha Mãe é uma Peça 2;Minha Mãe é uma Peça 3;ARESTA_DUPLA;6
Minha Mãe é uma Peça 2;O Palhaço;ARESTA_GENERO;3
Minha Mãe é uma Peça 2;Os Saltimbancos Trapalhões;ARESTA_GENERO;3
Minha Mãe é uma Peça 2;A Ilha dos Paqueras;ARESTA_GENERO;3
Minha Mãe é uma Peça 3;O Palhaço;ARESTA_GENERO;3
Minha Mãe é uma Peça 3;Os Saltimbancos Trapalhões;ARESTA_GENERO;3
Minha Mãe é uma Peça 3;A Ilha dos Paqueras;ARESTA_GENERO;3
Dois Filhos de Francisco;Deus e o Diabo na Terra do Sol;ARESTA_GENERO;3
Dois Filhos de Francisco;Pixote, a Lei do Mais Fraco;ARESTA_GENERO;3
Dois Filhos de Francisco;Casa de Areia;ARESTA_GENERO;3
Dois Filhos de Francisco;A Dama do Lotação;ARESTA_GENERO;3
Dois Filhos de Francisco;O Céu de Suely;ARESTA_GENERO;3
Dois Filhos de Francisco;Linha de Passe;ARESTA_GENERO;3
Dois Filhos de Francisco;O Ano em que Meus Pais Saíram de Férias;ARESTA_GENERO;3
Dois Filhos de Francisco;Mutum;ARESTA_GENERO;3
Dois Filhos de Francisco;Paraísos Artificiais;ARESTA_GENERO;3
Dois Filhos de Francisco;Ensaio Sobre a Cegueira;ARESTA_GENERO;3
Deus e o Diabo na Terra do Sol;Pixote, a Lei do Mais Fraco;ARESTA_GENERO;3
Deus e o Diabo na Terra do Sol;Casa de Areia;ARESTA_GENERO;3
Deus e o Diabo na Terra do Sol;A Dama do Lotação;ARESTA_GENERO;3
